4	1   
4	2   
4	3   
4	4   
4	5   
4	6   
1	7   
1	8   
1	9   
1	10   
1	11   
1	12   
1	13   
1	14   
1	15   
1	16   
1	17   
1	18   
1	19   
1	20   
1	21   
1	22   
1	23   
1	24   
1	25   
1	26   
1	27   
1	28   
1	29   
1	30   
1	31   
1	32   
1	33   
1	34   
1	35   
1	36   
1	37   
1	38   
1	39   
1	40   
1	41   
1	42   
1	43   
1	44   
1	45   
1	46   
1	47   
1	48   
1	49   
1	50   
1	51   
1	52   
1	53   
1	54   
1	55   
1	56   
1	57   
1	58   
1	59   
1	60   
1	61   
1	62   
1	63   
1	64   
1	65   
1	66   
1	67   
1	68   
1	69   
1	70   
1	71   
1	72   
1	73   
1	74   
1	75   
1	76   
1	77   
1	78   
1	79   
1	80   
1	81   
1	82   
1	83   
1	84   
1	85   
1	86   
1	87   
1	88   
1	89   
1	90   
1	91   
2	92   
2	93   
2	94   
2	95   
2	96   
2	97   
2	98   
2	99   
2	100   
2	101   
1	102   
1	103   
1	104   
1	105   
1	106   
1	107   
1	108   
1	109   
1	110   
1	111   
1	112   
1	113   
1	114   
1	115   
1	116   
1	117   
1	118   
1	119   
1	120   
1	121   
1	122   
1	123   
1	124   
1	125   
1	126   
1	127   
1	128   
1	129   
1	130   
1	131   
1	132   
1	133   
1	134   
1	135   
1	136   
1	137   
1	138   
1	139   
1	140   
1	141   
1	142   
1	143   
1	144   
1	145   
1	146   
1	147   
1	148   
1	149   
1	150   
1	151   
1	152   
1	153   
1	154   
1	155   
1	156   
3	157   
3	158   
3	159   
3	160   
3	161   
3	162   
3	163   
3	164   
3	165   
3	166   
3	167   
3	168   
3	169   
3	170   
3	171   
3	172   
3	173   
3	174   
3	175   
3	176   
3	177   
3	178   
3	179   
3	180   
3	181   
3	182   
3	183   
3	184   
3	185   
3	186   
3	187   
3	188   
3	189   
3	190   
3	191   
3	192   
3	193   
3	194   
3	195   
3	196   
3	197   
3	198   
3	199   
3	200   
3	201   
3	202   
3	203   
3	204   
3	205   
3	206   
3	207   
3	208   
3	209   
3	210   
3	211   
3	212   
3	213   
3	214   
3	215   
3	216   
3	217   
3	218   
3	219   
3	220   
3	221   
3	222   
3	223   
3	224   
3	225   
3	226   
3	227   
3	228   
3	229   
3	230   
3	231   
3	232   
3	233   
3	234   
3	235   
3	236   
3	237   
3	238   
3	239   
3	240   
3	241   
3	242   
3	243   
3	244   
3	245   
3	246   
3	247   
3	248   
3	249   
3	250   
3	251   
3	252   
3	253   
3	254   
3	255   
3	256   
3	257   
3	258   
3	259   
3	260   
3	261   
3	262   
3	263   
3	264   
4	265   
4	266   
4	267   
4	268   
4	269   
4	270   
4	271   
4	272   
4	273   
4	274   
4	275   
4	276   
4	277   
4	278   
4	279   
4	280   
3	281   
3	282   
3	283   
3	284   
3	285   
3	286   
3	287   
4	288   
4	289   
4	290   
4	291   
4	292   
4	293   
4	294   
4	295   
4	296   
4	297   
4	298   
4	299   
4	300   
4	301   
4	302   
4	303   
4	304   
4	305   
4	306   
4	307   
4	308   
4	309   
4	310   
4	311   
4	312   
4	313   
4	314   
4	315   
4	316   
4	317   
4	318   
4	319   
4	320   
4	321   
4	322   
4	323   
4	324   
4	325   
4	326   
4	327   
4	328   
4	329   
4	330   
4	331   
4	332   
4	333   
4	334   
4	335   
4	336   
1	337   
1	338   
1	339   
1	340   
1	341   
1	342   
1	343   
4	344   
4	345   
4	346   
4	347   
4	348   
4	349   
4	350   
4	351   
4	352   
4	353   
4	354   
4	355   
4	356   
4	357   
4	358   
4	359   
4	360   
4	361   
4	362   
4	363   
4	364   
4	365   
4	366   
4	367   
4	368   
4	369   
4	370   
4	371   
4	372   
4	373   
4	374   
4	375   
4	376   
4	377   
4	378   
4	379   
4	380   
4	381   
4	382   
4	383   
4	384   
4	385   
4	386   
4	387   
4	388   
4	389   
4	390   
4	391   
4	392   
4	393   
4	394   
4	395   
4	396   
4	397   
4	398   
4	399   
4	400   
4	401   
4	402   
4	403   
4	404   
4	405   
4	406   
4	407   
4	408   
4	409   
4	410   
4	411   
4	412   
4	413   
4	414   
4	415   
4	416   
4	417   
4	418   
4	419   
4	420   
4	421   
4	422   
4	423   
4	424   
4	425   
4	426   
4	427   
4	428   
4	429   
4	430   
4	431   
4	432   
4	433   
4	434   
1	435   
1	436   
1	437   
1	438   
1	439   
1	440   
1	441   
1	442   
1	443   
1	444   
1	445   
1	446   
1	447   
1	448   
1	449   
1	450   
1	451   
1	452   
1	453   
1	454   
1	455   
1	456   
1	457   
1	458   
1	459   
1	460   
1	461   
1	462   
1	463   
1	464   
1	465   
1	466   
1	467   
1	468   
1	469   
1	470   
1	471   
1	472   
1	473   
1	474   
1	475   
1	476   
1	477   
1	478   
1	479   
1	480   
1	481   
1	482   
1	483   
1	484   
4	485   
4	486   
4	487   
4	488   
4	489   
4	490   
4	491   
4	492   
4	493   
4	494   
1	495   
1	496   
1	497   
1	498   
1	499   
1	500   
1	501   
1	502   
1	503   
1	504   
1	505   
1	506   
1	507   
1	508   
1	509   
1	510   
1	511   
1	512   
1	513   
1	514   
1	515   
1	516   
1	517   
1	518   
1	519   
1	520   
1	521   
1	522   
1	523   
1	524   
1	525   
1	526   
1	527   
1	528   
1	529   
1	530   
1	531   
1	532   
1	533   
1	534   
1	535   
1	536   
1	537   
1	538   
1	539   
1	540   
1	541   
1	542   
1	543   
1	544   
1	545   
1	546   
1	547   
1	548   
1	549   
1	550   
1	551   
2	552   
2	553   
2	554   
2	555   
2	556   
2	557   
2	558   
2	559   
2	560   
2	561   
2	562   
2	563   
2	564   
2	565   
2	566   
2	567   
2	568   
2	569   
2	570   
2	571   
2	572   
2	573   
2	574   
2	575   
2	576   
2	577   
2	578   
2	579   
2	580   
